"排序","一级分类","二级分类","评估项目","操作描述","所需材料","适用年龄","是否必答","评分_a_分值","评分_a_标签","评分_a_说明","评分_b_分值","评分_b_标签","评分_b_说明","评分_c_分值","评分_c_标签","评分_c_说明","评分_d_分值","评分_d_标签","评分_d_说明","评分_e_分值","评分_e_标签","评分_e_说明"
"1","发展","精细动作","1A：拧开泡泡瓶盖","把泡泡瓶放在桌子上说：“这是泡泡瓶”。 将瓶子递给孩子，向他简要说明去拧开盖 子。如果他不能打开，就做一下示范，然 后再次让孩子拧开盖子。","一瓶肥皂泡液","","是","2","P","孩子自己能拧开盖子。","1","E","孩子未能设法拿掉盖子，但似乎知道必要的一些动作。","0","F","孩子未能设法拿掉盖子，而且似乎也不知道必要的一些动 作，或者即使在给做示范之后也不试着去做。","","","","","",""
"1","发展","精细动作","1B：吹泡泡","给孩子示范如何吹泡泡，向他说明要照着 去做，然后把吹杆递给孩子。","一瓶肥皂泡液， 吹泡泡的杆","","是","2","P","孩子吹出了一些泡泡。","1","E","孩子虽未能设法吹出一些泡泡，但似乎知道必要的一些动 作(如把吹杆靠近嘴边、收拢嘴唇、吹气等)。","0","F","孩子未能设法吹出泡泡，而且似乎也不知道必要的一些动 作，或者即使在示范之后也不试着去做。","","","","","",""
"1","发展","知觉","1C：目光追随泡泡的移动","在实施项目1 B(吹泡泡)的过程中观察 孩子。在示范过程及孩子试图完成任务的 时候，注意他是否用目光追随泡泡的移 动。","一瓶肥皂泡液， 吹泡泡的杆","","是","2","P","孩子目光明显追随泡泡移动。","1","E","孩子对泡泡有短暂的注意。","0","F","孩子不能或者不设法用目光追随泡泡的移动。","","","","","",""
"2","病理学","感觉模式","2：不适当地察看触摸块","把三个触摸块放在孩子面前，向孩子说明 去察看这些触摸块，然后注意孩子对触摸 块的反应。","三个触摸块(皮 毛的、糙面的、 刻有凹槽的)","","是","2","A","孩子能对这些触摸块做出适当的反应(如问这是什么,或 看、摸，或拿来堆积木)。","1","M","对触摸块表现出某种过分的兴趣。","0","S","对触摸块做出不适当的反应，表现出一些古怪的或过分的 感觉兴趣(如去舔、闻、或着迷地触摸等)。","","","","","",""
"3","发展","模仿","3A：操作万花筒","给孩子示范如何看万花筒以及怎样转动 底部。向孩子说明照样去做，然后将万花 筒给他。","一个万花筒","","是","2","P","孩子能模仿这一动作去看万花筒并转动底部。","1","E","孩子设法去看，但不会看万花筒，或者不会转动底部。","0","F","孩子不能或者也不试着去看万花筒或转动底部。","","","","","",""
"3","病理学","感觉模式","3B：无利眼","在进行项目3A(操作万花筒)时，注意 孩子是否明显地展示出利眼。如果孩子用 一只眼睛靠近万花筒，然后换另一只眼 睛，就重复这项任务。即递给他万花筒， 再次向孩子说明往里面看。接着注意孩子 偏于用哪只眼睛或者不用哪只眼睛。","一个万花筒","","是","2","A","孩子如果已超过5岁，应能明显地展示利眼(一贯地使用 同一只眼)。","1","M","孩子开始显示出有利眼的倾向(有时会选择使用同一只 眼)。","0","S","孩子没有显示利眼。","","","","","",""
"4","发展","模仿","4：按呼唤铃两次","把呼唤铃放在孩子面前的桌子上，引起他 的注意(“注意我做了什么”)。快速连续 按铃两次，向孩子说明照样去做(“你来 做”或“照我刚才那样做”)。如果孩子按 铃一次或数次，就再次做示范，然后向他 说明照样按铃两次。","一个呼唤铃","","是","2","P","孩子能模仿按铃两次。","1","E","孩子能设法模仿但不正确(如按一次或数次)。如果需再次 示范才能模仿正确，亦可评为中间反应。","0","F","即使再次示范之后，孩子也不能或者也不试着去按铃。","","","","","",""
"5","发展","模仿","5A：把胶泥搓成长条","把一块胶泥分成两块，给孩子一块。示范 如何把胶泥在桌子上搓成长条，向孩子说 明照样去做。","胶泥","","是","2","P","孩子能模仿测试者，在桌子上把胶泥搓成长条。","1","E","孩子试着用类似的某种方法去搓胶泥，但未能搓成形。","0","F","孩子甚至不设法去模仿或不能用所描述的方法去搓胶泥。","","","","","",""
"5","发展","精细动作","5B：用胶泥捏成碗状","示范给孩子看如何把胶泥捏成碗状，然后 向孩子说明照着去做。","胶泥","","是","2","P","孩子显然能用胶泥捏成碗状。","1","E","孩子未能设法捏成碗状，但似乎知道必要的动作(如捏、 做成形状等)。","0","F","孩子未能设法捏成，并且似乎也不知道必要的动作，或者 不试着去做。","","","","","",""
"6","发展","模仿","6A：操纵手偶猫","拿手偶猫给孩子看，告诉他“这是猫”。 把手偶猫套在你的手上说：“我是猫咪。 喵，我要亲亲你”,然后用手偶象征性地 亲亲孩子，但并不真的去亲他。如果孩子 没有任何反应，那么就用手偶做出 叫、笑、咬、碰等声音或动作，让孩子来 参与游戏。接下来，把手偶猫递给他说： “你来当猫咪。”向他说明把手偶套在手 上，并鼓励他用手指操作手偶的头部及上 肢。","一只手偶猫","","是","2","P","孩子把手偶猫套在手上并模仿去操作它的头部和上肢。","1","E","孩子未能试着去模仿(例如能把手偶套在手上，但不用手 指去操作它，或者并不能完全把手偶套在手上)。","0","F","孩子不能或也不试着去把手偶套在手上或者用手指去操作 它。","","","","","",""
"6","发展","模仿","6B：模仿动物(手偶)的声音","在实施项目6A(把手偶套在他的手上) 的过程中，引导孩子模仿声音。也就是 说当孩子操纵手偶的时候，你要发出“喵 喵”、“汪汪”等声音并向孩子说明也这样 做。","一只手偶猫和 一只手偶狗","","是","2","P","孩子能模仿手偶猫的声音“喵喵”或者模仿你在游戏时发 出的任何别的动物的叫声。","1","E","孩子设法去发出任何一种声响来模仿手偶的声音。","0","F","孩子不能或者也不试着去模仿发出任何一种声音。","","","","","",""
"6","发展","认知表现","6C：与手偶从事复杂的游戏互动","拿一个手偶给孩子，另一个套在你的手 上，说：“我们玩什么?”鼓励孩子和你 一起使用2个手偶作为主要角色来演出 一个小情节。如果孩子没有任何联想或者 不能进入某个情节，就提示孩子说：手 偶正在睡觉、跳舞、去商店买冰淇淋等等。","一只手偶猫和 一只手偶狗","","是","2","P","孩子能用手中的手偶表演一个小情节并与测试者手中的手 偶互动。","1","E","孩子仅用自己手中的手偶表演情节，但并不与测试者手中 的手偶互动。如果他表演了一个情节并与测试者手中的手 偶互动，但在情节表演中并不使用自己的手偶，也可以评 为中间反应。","0","F","孩子不能或不试着用他的手偶表演任何情节，也不与测试 者手中的手偶互动。","","","","","",""
"6","发展","认知表现","6D：指认手偶狗躯体的各部位","把手偶狗套在你的手上，举在孩子可能够 得到的地方，要他指认狗的a)眼睛； b)鼻子；c)耳朵；d)嘴。","一只手偶狗","","是","2","P","孩子至少能指认出手偶躯体的上述三个部位。","1","E","孩子至少能指出上述一个部位。如果孩子能指出其中至少 一个部位的大致方位(例如指着狗的脸代表眼睛),或者如 果每次都指着同一个部位(例如指着狗的眼睛代表所有上 述躯体部位),若至少有一次正确，同样可以评为中间反应。","0","F","孩子不能或者也不试着去指认其中任何一个部位。","","","","","",""
"7","发展","认知表现","7：指认自己躯体的各部位","不要用任何手势，让孩子指出他自己的 a)眼睛；b)鼻子；c)耳朵；d)嘴。","无","","是","2","P","孩子至少能指出自己躯体上述各部位中的三个部位。","1","E","孩子至少能指认其中一个部位，或者如果孩子至少能指出 其中一个部位的大致方位(例如指着他的脸代表眼睛),或 者如果每次都指着同一个躯体部位(例如指着自己的眼睛 表示所有躯体部位),若至少有一处正确，也可以评为中间 反应。","0","F","孩子不能或者也不试着去指认任何部位。","","","","","",""
"8","发展","知觉","8A：完成三件式几何图形的拼图","把三件式几何图形拼图板放在孩子面前 的桌子上。三角形的底边要对着孩子。把 圆形、正方形、三角形的拼块取出，拼块 的捏手一面要朝上，放在模板和孩子中 间。要确保每一拼块都不要正对着模 板上的图形位置。然后指着模板向孩子说 明去把图形拼块放进去，但不要直接指着 任何位置。若经过一段时间孩子似乎难于 理解或完成任务，则拿圆形向他演示一 遍。然后拿掉放回到桌子上，并再次向他 说明把这三块图形放进去。","三件式几何图 形(圆形、正方 形、三角形)拼 图板","","是","2","P","即使孩子不能把拼块嵌入模板，却能指出三个拼块适当的 位置。也就是说如果他把拼块放在对应的位置附近(如偏 上、偏下或未完全放入),而不必向他示范如何去做，则可 评为通过。","1","E","孩子能至少指出三个拼块中一块的适当位置。孩子也不必 把此块完全嵌入模板。如果他需要示范才试图或完成这项 任务，也可评为中间反应。","0","F","甚至在示范之后，孩子也不能或者不试着去指出任何一块 的正确放法。","","","","","",""
"8","发展","手眼协调","8A：完成三件式几何图形的拼图","把三件式几何图形拼图板放在孩子面前 的桌子上。三角形的底边要对着孩子。把 圆形、正方形、三角形的拼块取出，拼块 的捏手一面要朝上，放在模板和孩子中 间。要确保每一拼块都不要正对着模 板上的图形位置。然后指着模板向孩子说 明去把图形拼块放进去，但不要直接指着 任何位置。若经过一段时间孩子似乎难于 理解或完成任务，则拿圆形向他演示一 遍。然后拿掉放回到桌子上，并再次向他 说明把这三块图形放进去。","三件式几何图 形(圆形、正方 形、三角形)拼 图板","","是","2","P","孩子不需要示范就能把三个拼块完全嵌入到对应的位置上。","1","E","孩子至少能把其中一块嵌入对应的位置，或者他需要示范 才试着或完成此项任务。","0","F","孩子甚至在示范后也不能或不试着把其中任何一块嵌入对 应的位置。","","","","","",""
"8","发展","口语认知","8B：表达性辨认三种几何形状(圆形、正方形及三角形)","将三个几何图形拼块放在桌子上，指着圆 形问孩子：“这是什么?”对正方形、三 角形要重复同样的实施步骤。","三件式几何图 形(圆形、正方 形、三角形)拼 图板","","是","2","P","孩子能正确回答“圆形”、“正方形”或“方形”、“三角形”)。","1","E","孩子能正确辨认至少一种图形。如果他把三种形状都说成 是一种形状(如把圆形、正方形、三角形都说是圆形),而 且他至少说对了一种，也可评为中间反应。","0","F","孩子不能正确说出任何一种图形名称或者他不试着去说出。","","","","","",""
"8","发展","认知表现","8C：接受性辨认三种几何形状(圆形、正方形及三角形)","把三个拼图块放在桌子上告诉孩子：“给 我圆形”。如果他不能理解指令“给我”, 你可以用“指一指”或“指给我看”、“在 哪”等来代替。对正方形、三角形要重复 同样的实施步骤。","三件式几何图 形(圆形、正方 形、三角形)拼 图板","","是","2","P","孩子能正确地递给你(或指出)所有这三块图形。","1","E","孩子能正确地递给你(或指出)至少一块图形，","0","F","孩子不能正确地或者也不试着递给你(或指出)其中任何 一块。","","","","","",""
"9","发展","知觉","9：完成四件式(雨伞、小鸡、蝴蝶、梨)图形的拼图","把拼图板面对着孩子放在桌上，递给他一 个拼图块，并指模板向他说明把拼块放进 去。一旦把这块放进去了，再递给他另一 块。对其他几块要重复同样的实施步骤。 如果过了一段时间之后，孩子仍难于理解 或完成这项任务，可把四块都示范一遍， 然后把拼块拿掉。再向孩子说明把拼块放 入模板。","四件式(雨伞、 小鸡、蝴蝶、梨) 拼图板","","是","2","P","孩子不需示范就能正确放入全部四个拼块。","1","E","孩子至少能正确地放入一个拼块，或者他需要示范才去尝 试或完成这项任务。","0","F","甚至在示范之后，孩子也不能或不试着去把任何一个拼块 放入与其匹配的位置。","","","","","",""
"10","病理学","感觉模式","10：跨过中线去取得拼图块","把拼图块从拼图板上拿下来，但把模板留 在孩子面前。把雨伞、小鸡放在孩子左手 方向靠近模板的地方，把蝴蝶、梨放在孩 子右手方向，向孩子说明再次把拼图块放 到拼图板上。","四件式(雨伞、 小鸡、蝴蝶、梨) 拼图板","","是","2","A","孩子能不止一次越过中线去取得拼图块。","1","M","孩子仅越过中线一次。","0","S","孩子不能或者也不试着越过中线去得到拼图块。如果孩子 不愿意拼图，则可在晚些时候使用其它材料(如蜡笔或积 木块)给此项评分。这些材料的放置方法是：孩子必须跨 过中线才能取得并使用。","","","","","",""
"11","发展","知觉","11A：完成三件式连指手套图形的拼图","将连指手套形拼图板放在孩子面前的桌 子上，把三个拼块放在孩子和拼图板之 间，要确保每一拼块不与其位置对应。然 后指着拼图板向孩子说明把拼块放进去， 但不要直接指着任何一个位置。如果一段 时间之后孩子仍难于理解或完成这项任 务，则用三个拼块示范给他看。然后拿出 拼块放回到桌子上，再次向孩子说明把拼 块放入模板。","三件式连指手 套图形拼图板","","是","2","P","即使孩子不能把拼块嵌入模板，却能指出三个拼块所相应 的位置；如果他不需示范而能把拼块放在接近匹配的位置 (偏上、偏下、未完全嵌入),均可评为通过。","1","E","孩子至少能指出其中一块的相应位置。孩子也不必把拼块 完全嵌入拼图板上。如果他需要示范才试着去做或者完成 这一项目，也可评为中间反应。","0","F","甚至在示范之后孩子也不能或不试图去指出任何一个拼块 的位置。","","","","","",""
"11","发展","手眼协调","11A：完成三件式连指手套图形的拼图","将连指手套形拼图板放在孩子面前的桌 子上，把三个拼块放在孩子和拼图板之 间，要确保每一拼块不与其位置对应。然 后指着拼图板向孩子说明把拼块放进去， 但不要直接指着任何一个位置。如果一段 时间之后孩子仍难于理解或完成这项任 务，则用三个拼块示范给他看。然后拿出 拼块放回到桌子上，再次向孩子说明把拼 块放入模板。","三件式连指手 套图形拼图板","","是","2","P","孩子不需要示范就能把三个拼块完全嵌入相匹配的位置。","1","E","孩子至少能把一个拼块完全嵌入相匹配的位置，或者他需 要示范才试着去做或完成此项任务。","0","F","孩子甚至在示范后也不能或者也不试着去将其中任何一块 嵌入其相匹配的位置。","","","","","",""
"11","发展","口语认知","11B：大小概念(表达性辨认大小)","把连指手套拼图板上最大的和最小的两 个拼块放在桌子上并拿走拼图板。把小块 放在孩子的左边，大块放在右边。然后指 着这两个拼块对孩子说“看看这两块东 西，它们是不一样的，有什么不一样?” 拿起大块问孩子“这是哪一块?”对小的 那一块重复同样的实施步骤。","三件式连指手 套图形拼图板","","是","2","P","在两次试问中孩子能正确辨认出大块是大的、小块是小的。","1","E","孩子在两次试问中至少有一次能正确辨认出其中的一块。","0","F","在两次试问之中孩子不能正确辨认任何一块，或者也不试 着去这样做。","","","","","",""
"11","发展","认知表现","11C：大小概念(接受性辨认大小)","把一大一小的两个拼块放在桌子上。把小 块放在孩子左边，大块放在孩子右边，对 他说“把小块给我。”不论孩子给你哪一 块，都要放回原处，然后说“把大块给我”。 重复同样的实施步骤。","三件式连指手 套图形拼图板","","是","2","P","在两次试问中孩子都能正确地递给你大块和小块。","1","E","孩子至少有一次能正确地递给你其中的一块。","0","F","无论在哪一次试问中孩子也不能正确地递给你其中一块或 者也不试着去这样做。","","","","","",""
"12","发展","认知表现","12：完成四块咬合小猫图形拼图","把拼图块放在桌子上向孩子说明要把拼 图块拼到一起(“把它们拼起来”)。如果 一段时间之后孩子仍难于理解或完成这 项任务，则用四个拼块示范给他看。然后 让孩子再次试着去拼图。","四块咬合小猫 图形拼图板","","是","2","P","孩子不需要示范就能指出如何把四块拼到一起，但四块不 必紧紧咬合。","1","E","孩子至少能指出其中两块如何能拼到一起，拼块也不必紧 紧咬合。如果他需要示范才去尝试或完成这项任务，也评 为中间反应。","0","F","即使在示范之后孩子也不能或者不试着去指出任何两块是 怎样拼到一起的。","","","","","",""
"12","发展","手眼协调","12：完成四块咬合小猫图形拼图","把拼图块放在桌子上向孩子说明要把拼 图块拼到一起(“把它们拼起来”)。如果 一段时间之后孩子仍难于理解或完成这 项任务，则用四个拼块示范给他看。然后 让孩子再次试着去拼图。","四块咬合小猫 图形拼图板","","是","2","P","孩子不需要示范就可把四个拼块紧密咬合在一起从而完成 拼图。","1","E","孩子能部分地完成拼图，至少能紧密地拼好两块，或者他 需要示范才去尝试或完成此项任务。","0","F","孩子不能也不试着去完成拼图(不会使任何两块紧密地咬 合)。","","","","","",""
"13","发展","认知表现","13：完成六块式奶牛图形拼图","把六块式拼图板放在孩子前面的桌子上 并对他说“这是一头奶牛。”然后向孩子 说明把拼板拼起来。如果在一段时间之后 孩子仍难于理解或完成此项目，就做示 范。然后再次让孩子试着去拼图。","六块式奶牛图 形拼图板","","是","2","P","孩子不需示范就能拼出图形。","1","E","孩子能部分地完成拼图(例如至少有两块的位置摆得是正 确的)。若孩子需要示范才去尝试或完成这一项目，也可 评为中间反应。","0","F","孩子未能设法拼出拼图(例如一块也没有摆到正确的位置 上)或者即使在示范后他也不试着去做此项任务。","","","","","",""
"14","发展","知觉","14A：根据颜色将五个积木和五个圆板配成对","任意选择三套不同颜色的积木、圆板，把 圆板放在孩子面前的桌子上，递给孩子一 个积木，指着这些圆板向孩子说明将这个 积木放在相同颜色的圆板上(“把它放到 同样颜色的圆板上”)。对余下的2个积木 重复同样的实施步骤。 注意：如果孩子难于理解或完成这项任 务，则用3个积木示范，然后拿掉积木重 复同样的实施步骤。每次务必只能递给孩 子一个积木。接下来把这3套积木和圆板 拿掉，另外拿出3套，把3个圆板放在桌 子上，其中2个圆板的颜色必须是新的。 重复同样的实施步骤。","五套不同颜色 (黄、红、蓝、 绿、白)的积木 和圆板。","","是","2","P","孩子根据颜色能将五套积木、圆板都配成对。","1","E","孩子根据颜色至少能配好一对积木、圆板。","0","F","孩子不能或不试着根据颜色去把任何一套积木、圆板配成 对。","","","","","",""
"14","发展","口语认知","14B：表达性地辨认5种颜色","把5个彩色圆板全部放在桌子上。指着或 拿起一个圆板问“这是什么颜色的?”对 其余的积木重复同样的实施步骤。","五套不同颜色 (黄、红、蓝、 绿、白)的积木 和圆板。","","是","2","P","孩子能正确地辨认全部5种颜色。","1","E","孩子能正确地辨认至少一种颜色或者把所有5个圆板说成 一种颜色(如说所有的圆板都是绿色的)。","0","F","孩子不能正确辨认任何一种颜色或者他也不试着去这样做。","","","","","",""
"14","发展","认知表现","14C：接受性地辨认 5 种颜色","把5个彩色积木全部摆在孩子面前的桌 子上，对他说：“把红色的给我。”如果孩 子对理解“给我”这个命令有困难，可以 用“指一指”、“指给我看”或“在哪”来 代替。不论孩子递给你哪一个，都把它放 回原处，并对其余的积木重复同样的实施 步骤。在问另一个之前，务必要把原先的 一个放回原处。","五套不同颜色 (黄、红、蓝、 绿、白)的积木 和圆板。","","是","2","P","孩子能正确地递给你(或指出)所有5种颜色的积木。","1","E","孩子至少能正确地递给你(或指出)任何一种颜色的积木。","0","F","孩子不能或者也不试着正确地递给你(或指出)任何一个 积木。","","","","","",""
"15","发展","模仿","15A-1：复述两位数及三位数","引起孩子注意。对他说：“我要念一些数 字，你仔细听着。我念完之后你来说。”这 一项是让孩子依顺序重复两位数及三位 数，每组都试读两次。只有当孩子第一次 复述错了时才进行第二次试读。如果孩子 一次也不能依顺序复述两位数，就不必再 继续下去，在15A和15 B这两项都可 给他评为通不过。","无","","是","2","P","孩子能正确地依顺序复述出两位数及三位数。","1","E","孩子仅能正确地依顺序复述出两位数。","0","F","孩子不能正确地依顺序复述出两位数或三位数，或者他也 不试着去这样做。","","","","","",""
"15","发展","口语认知","15A-2：复述两位数及三位数","(续上页) 下面是要实施的数字： (速率为每秒一 个数字) 第一次试读 第二次试读 两位数 7-9 5-3 三位数 2 - 4 - 1 5-7-9","无","","是","2","P","孩子能正确地依顺序复述出两位数及三位数。","1","E","孩子仅能正确地依顺序复述出两位数。","0","F","孩子不能正确地依顺序复述出两位数或三位数，或者他也 不试着去这样做。","","","","","",""
"15","发展","模仿","15B：复述四位数及五位数","实施步骤同15A。 下面是要实施的数字： 第一次试读 第二次试读 四 位 数 5 - 8 - 6 - 1 7-1-4-2 五位数3 - 2 - 9 - 4 - 8 7-4-8-3-1","无","","是","2","P","孩子能正确地依顺序复述出四位数及五位数。","1","E","孩子仅能正确地依顺序复述出四位数。","0","F","孩子不能正确地依顺序复述出四位数或五位数，或者他也 不试着去这样做。","","","","","",""
"15","发展","口语认知","15B：复述四位数及五位数","实施步骤同15A。 下面是要实施的数字： 第一次试读 第二次试读 四 位 数 5 - 8 - 6 - 1 7-1-4-2 五位数3 - 2 - 9 - 4 - 8 7-4-8-3-1","无","","是","2","P","孩子能正确地依顺序复述出四位数及五位数。","1","E","孩子仅能正确地依顺序复述出四位数。","0","F","孩子不能正确地依顺序复述出四位数或五位数，或者他也 不试着去这样做。","","","","","",""
"16","发展","知觉","16-1：听见并寻找响板声音的方位","当孩子从事另一项任务时，把响板放在孩 子看不到的地方(在测试者身后或桌子下 面),然后使劲来回摇动响板4-5下，注 意孩子的反应。","响板","","是","2","P","孩子能明显地对声音做出某种反应，并正确地辨认声音方 位。这种反应可能是语言的(如问这是什么声音)或非语 言的(如眨眼睛，改变面部表情，跳起来，喊叫等等，并 把头转向声音的方向)。","1","E","孩子有听到声音的某种表示，但并未去辨认声音的方位或 辨认的方位不正确。","0","F","孩子完全没有口语或非口语的表示，表明他听到了声音。","","","","","",""
"16","病理学","感觉模式","16-2：听见并寻找响板声音的方位","当孩子从事另一项任务时，把响板放在孩 子看不到的地方(在测试者身后或桌子下 面),然后使劲来回摇动响板4-5下，注 意孩子的反应。","响板","","是","2","A","孩子对声音能做出适当的反应(参见16-1)。","1","M","孩子在做出反应前有相当时间的延迟或者显示出一种不相 适应的情绪反应。","0","S","孩子对声音做出不适当的反应。他的反应可能是一种过分 的情绪反应(如极端恐慌或者长时间的尖叫)、过度敏感 (如用双手捂上耳朵)、或者特别不敏感(如无任何反应)。","","","","","",""
"17","发展","粗大动作","17A：接球","站起来离开桌子，向孩子说明要他也这样 做。拿球给他看，并向他说明你要抛球给 他。然后站在距离孩子1米远处，轻轻地 把球抛给他。注意他是否能接住球。接下 来向他说明把球抛回给你，往复相互抛球 三次。","一个大橡皮球","","是","2","P","在3次试抛当中，孩子至少有一次能确切地接住球。","1","E","孩子3次都未设法把球接住(如未接住或掉落等)。","0","F","在3次试抛中孩子一次也没有试着去接球。","","","","","",""
"17","发展","粗大动作","17B：抛球","在实施项目17A(接球)过程中注意孩 子如何把球抛给你。","一个大橡皮球","","是","2","P","孩子在3次试抛中至少有一次确切地把球抛向你或抛在接 近你的地方。","1","E","孩子3次都未能设法把球抛给你(例如滚动球，或把球往 上抛，或者抛到自己身后)。","0","F","在3次试抛中孩子未能设法去抛球，或者也不试着去抛球 (如球掉落下来、缺乏必要的协调、或者甚至没有试图去 抛球的技能，或者拒绝这样做)。","","","","","",""
"17","发展","粗大动作","17C：踢球","示范给孩子看如何踢球，向他说明也这样 做。然后把球递给他，或将球放置在孩子 双脚前方，让孩子试踢三次，看他能否将 球踢出去。","一个大橡皮球","","是","2","P","孩子在3次试踢中至少有一次确切地踢了球。","1","E","孩子在3次之中都未能设法把球踢出去(例如轻拍或用脚 推球)。","0","F","孩子不试着去踢球(例没有把脚从地面抬起)。","","","","","",""
"18","病理学","感觉模式","18：无利脚","在实施项目17C(踢球)过程中，注意 孩子是否一贯地使用同一只脚。记下孩子 偏用哪只脚或不用哪只脚。年龄较大(已 超过5岁)的孩子还没显示出利脚被认为 是病理学的一种迹象。","一个大橡皮球","","是","2","A","孩子能明显地展示出利脚。","1","M","孩子展示出利脚，但与其年龄相比不很稳定。","0","S","孩子没有展示利脚。","","","","","",""
"19","发展","粗大动作","19：双脚交替上阶梯","和孩子一起站在阶梯前，示范如何上台 阶，然后向孩子说明也这样做。如果孩子 看上去有些困难，可以伸出一只手来支持 他。","阶梯(最好无扶 手 )","","是","2","P","孩子能上楼梯，每个台阶只用一只脚。","1","E","孩子能上楼梯但每个台阶用两只脚或者他需要你的手作支 持。","0","F","孩子不能或者也不试图上楼梯(如爬)。","","","","","",""
"20","发展","粗大动作","20：单独行走","只有在没有观察到孩子有单独行走这一 能力时才实施这一项目。让孩子站起来， 然后向他说明去走路。要确保他没有接近 任何可能用来支持他行走的东西。如果孩 子单独行走有困难，可以把你的一只手给 他，若不行，再给两只手。注意：这一项 目仅对非常幼小的儿童实施，并不对残疾 少年实施。","无","","是","2","P","孩子无需任何支持能单独行走。","1","E","孩子能行走但需要你用一只手来支持他。","0","F","孩子能行走但需要你用双手来支持他，或者他不能或也不 试图单独行走。","","","","","",""
"21","发展","粗大动作","21：拍手","示范给孩子看如何拍手。拍上几次，然后 向孩子说明也这样做。","无","","是","2","P","孩子能反复拍手。","1","E","孩子未能设法拍手，但似乎知道必要的动作。","0","F","孩子未能设法去拍手，且似乎也不知道必要的动作或者也 不试着去做。","","","","","",""
"22","发展","粗大动作","22A：单脚站立","示范给孩子看如何单脚站立，向他说明也 这样做。要确保孩子没有依靠任何能用来 支持的东西。如果孩子平衡有些困难，可 以用一只手支持他。","无","","是","2","P","孩子能无需依赖任何支持而单脚站立1-2秒。(2-3岁)","1","E","孩子未能设法自己单脚站立，需要你的一只手去支持。","0","F","孩子根本不试图单脚站立(例如不抬脚)。","","","","","",""
"22","发展","粗大动作","22B：双脚原地上下跳动","给孩子示范如何同时使用双脚在原地上 下跳动。向他说明也这样做。","无","","是","2","P","孩子能上下跳动(双脚同时离地和着地)。","1","E","孩子未能设法用双脚跳(例如弯下膝盖，但是一只脚也没 有离地，只用一只脚跳，只用一只脚落地等)。","0","F","孩子不试着去跳。","","","","","",""
"23","发展","模仿","23：模仿粗大动作","引起孩子的注意(“看我做什么”),然后 做下列动作。每做一个动作，向他说明也 这样做。a)举起一只胳膊；b)触摸鼻 子；c)举起一只胳膊同时用另一只手摸 鼻子。","无","","是","2","P","孩子能全部模仿这三个动作。","1","E","孩子能模仿或部分地模仿至少一个上述动作。","0","F","孩子不能或者也不试图去模仿任何一个上述动作。","","","","","",""
"24","发展","精细动作","24：在同一只手上用大拇指依次触碰其他手指","站在孩子旁边与孩子脸朝同一方向。引起 他的注意(“看我怎样做”)。在他面前举 起一只手，手掌对着他，伸开手指。示范 给孩子看如何用同一只手的大拇指依次 触碰每个手指的指尖。要依次触碰(大拇 指碰食指、中指、无名指和小指)。向孩 子说明也这样做。","无","","是","2","P","孩子能用大拇指依次连续触碰其他手指。","1","E","孩子用大拇指至少触碰其中一个手指头，而不考虑正确顺 序。","0","F","孩子动了他的手指头，但未能用拇指去触碰任何一个手指 头，或者孩子不试图去做。","","","","","",""
"25","发展","粗大动作","25：在装有轮子的学步车上用双脚推着自己走","向孩子说明坐到学步车上，鼓励他用双脚 推着自己绕房间走动。","装有轮子的学 步车","","是","2","P","孩子能用双脚推着自己走，并使车子移动较远的一段距离。 (2岁左右)","1","E","孩子未能设法坐在学步车上推着自己走(如动了腿，但未 能使车子移动)。","0","F","孩子拒绝坐在学步车上，或者坐在上面并不试图去推着自 己走。","","","","","",""
"26","病理学","情感","26：对自己在镜子中的映像做出不适当的反应","给孩子出示镜子，向他说明去看他的映像 (“你看到了谁?”),注意孩子的反应。 观察的问题：孩子是否对镜中自己的映像 有不适当的反应(回避看，击打镜子，变 得过度兴奋，或对映像显示出过分的兴 趣 ) ?","镜子","","是","2","A","孩子能对他的映像做出适当的反应(如说他看见自己了， 假装去梳头发，做鬼脸，轻轻地摸镜子等)。","1","M","孩子的反应有点不适当，像一个年龄较小的孩子。","0","S","孩子对他的映像做出不适当的反应(如避免看他自己，打 镜子，对映像有过分的长时间的兴趣，或被映像引得过度 兴奋等)。","","","","","",""
"27","病理学","情感","27：对被挠痒痒做出不适当的反应","开玩笑地对孩子挠痒痒，注意他的反应。 观察的问题：孩子对挠痒痒是否有过度的 反应或者是完全被动性的无反应?","无","","是","2","A","孩子能对被挠痒痒做出适当反应，显示出喜爱测试者挠痒 痒的游戏(如笑，反过来挠测试者等)。","1","M","反应有点不适当(如有点害怕或有些回避，但只是轻微的 反应)。","0","S","孩子对被挠痒痒做出很不适当的反应(如尖叫，恐惧，无 法抑制的笑声，过度害怕，或完全没有反应等)。","","","","","",""
"28","病理学","人际关系","28：在游戏期间对身体接触做出不适当反应","向孩子说明你要把他抱起来，然后举起他 缓缓地转圈。如果他太重了，就拉着他的 手一起转圈。 观察的问题：孩子是否因身体接触变得过 分兴奋或不安?或者似乎对身体接触没 有反应?","无","","是","2","A","孩子对身体接触反应适当，表现出互动性的喜悦和关系(如 喜欢你的游戏)。","1","M","孩子的反应有点不适当，但反应没有像重度等级那样强烈。","0","S","孩子对身体接触的反应非常不适当(如哭喊，反抗，尖叫， 跑开，似乎过度害怕，退缩等)。","","","","","",""
